dealer_id,employee_id,employee_name,employee_role,hire_date,employee_email,employee_phone,vin,vehicle_brand,vehicle_model,vehicle_year,vehicle_price_usd,sale_date,customer_state,sales_status
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,65LCY9KYLJP2F3H9C,Nissan,Leaf,2018,11612.91,2024-04-18,ZZ,SOLD
D011,E1021,Jason Scott,Sales Associate,2023-05-12,jason.scott@sunsetautos.com,555-555-5555,3GR6KNA9G8KEWS2WP,Toyota,Corolla,2020,19656.97,2022-10-01,NY,DELIVERED
D013,E1026,Susan Mitchell,Sales Manager,2020-07-20,susan.mitchell@sunsetautos.com,,0PW47C8C8XZBT71G4,Hyundai,Sonata,2019,0,2024-05-22,North Carolina,sold
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,S7CXW5P3GAJB95E9M,Tesla,Model Y,2021,49449.20,2025-05-30,WA,PENDING
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-3108899,N78SA1M1CWMRY8R5H,Chevrolet,Silverado,2022,$38133.53,2022-10-31,California,Pending
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,Z729SJHBLFMN50T7E,Toyota,RAV4,2021,28908.30,2024-08-04,CA,sold
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,S7PN777PGM1EKJ9KE,Hyunday,Sonata,2020,0,2025-02-06,IL,Sold
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,5RJ793LSV8E4B3EFK,Hnda,CR-V,2021,28433,2022-04-09,VA,Sold
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,J7YF8YETUUV9RXXSN,Chevrolet,Tahoe,2019,42383.52,2023-10-17,NC,Delivered
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,HVSPYM80S27U6YKTE,Honda,Accord,2019,25859,2025-10-13,WA,Delivered
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,HJMH0DCEUGuJG4PCD,Chevrolet,Tahoe,2021,46244.99,2025-09-10,WA,Sold
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,LFU8HGS3RS6LMRUGA,Hnda,CR-V,2018,28298,08-20-2023,GA,SOLD
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,4YXB8915P0KE1L2PP,Tota,Tacoma,2019,30213.78,04-10-2024,TX,Delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,4F4TZRU0T7LLRNC10,Hyundai,Kona,2018,18571,2022-11-03,WA,DELIVERED
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,FDMV74LSBNEEGUMH6,Hnda,Accord,2019,24099,18/03/2023,GA,sold
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,0U6S6MHSLCE1JAV68,Jep,Cherokee,2021,25965.30,07-13-2023,TX,Delivered
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,CPE0WH311W0BX8NBP,Jeep,Cherokee,2020,$27873.79,2024-03-28,CO,sold
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,J3DSKGV0DZ614EVZ9,Toyota,Camry,2015,18512.55,2022-12-28,FL,SOLD
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,Y6ZXV0DH5849C9EK1,Ford,F-150,2019,37510.94,2025-09-21,fl,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,4TPAELCT7ER6L8HF6,Tota,Tacoma,2017,29991,09-12-2023,NV,IN PROGRESS
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,SRB47UY9W82DWTGKR,Tesla,Model Y,2022,51516.06,12-15-2023,PA,Pending
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,D424K37BY0HWS882P,Toyota,Tacoma,2019,33356.59,04-20-2025,PA,Pending
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,KDA7MCJV0ZFCLWYGC,Chrysle,Pacifica,2017,27593.80,01-01-2022,NV,delivered
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,TL9G8RVC2YL75Z9WV,Acura,ILX,2019,22864,2025-06-30,CA,Delivered 
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,YXS743HWp7C0L2NZE,onda,Accord,2017,20640,2023-10-15,CA,Sold
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,T3F8YKCJS98UNM3CA,Ford,Fusion,2019,19785,2025-10-12,il,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,N4C6V6CVYB3E736RX,Honda,Accord,2020,25780,2023-04-29,Georgia,DELIVERED
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,U3B9WD8PVHS1YMNA,Honda,CR-V,2015,19925,2024-12-01,NY,In Transit
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,EEKHASEUMH5YH969H,Hnda,CR-V,2021,26228.18,10-12-2024,FL,delivred
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-99-1122,N7ZBY14G92PLN7ER8,BMW,328i,2017,$17902.82,2024-05-12,Texas,Pending
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,HJ78YHCXSW4VCGDWJ,Toyota,RAV4,2021,28111.10,2025-12-09,CA,sold
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,G0HGTYXHMPFRDUWFW,Ford,Fusion,2017,$12952.02,2024/02/13,California,Delivered
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,GTLSFYLMGB7PJL9S3,Nisan,Sentra,2015,9852.55,2025/08/24,WA,Sold
D001,e1001,Johnmiller,Sale Associate,2022-03-14,johnmiller.@sunsetauto.com,555-213-7788,H3T8AH2NTJMHSJCRS,Honda,Civic LX,2016,14797,21/09/2025,NC,Sold
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,1U5NKP1ZNS88U4DTA,Hyunday,Sonata,2021,$20484.65,2022-10-27,FL,Cancelled 
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,R5NU71UL7R5JBS81R,Tesla,Model 3,2020,37038.95,2024-09-05,NC,Sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,M8AKBX3YA7NMGW4TU,onda,CR-V,2021,30821.86,2024-09-20,PA,delivred
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,EGJR3CP63EG5JRPP0,Tesla,Model Y,2020,46860.98,2023-11-14,NY,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,7ULA8P3YGF9RUA4ZZ,Honda,CR-V,2018,26089.94,2024-03-24,SC,sold
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,RJCHP0W4KEL71AL0C,Honda,Accord,2018,$22254.43,2025-11-04,wa,delivered
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,Y5LP54M5UXTPBN2V1,Toyota,Camry,2019,24380.64,2024-02-19,NC,In Transit
D003,E1006,Jessica Moore,Sales Consultant,2018-09-09,jessica.moore@sunsetautos.com,555-120-33,JSD9ESFYFTTYJMC48,Hyundai,Sonata,2022,-24565.04,2023/10/08,Texas,in progress
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,BBFXLFFN7G50DBKZX,Toyota,Corolla,2020,0,2022-11-21,CA,sold
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,CX17C946BCDATS1Z,Ford,Explorer,2020,31398,2025-04-05,AZ,DELIVERED
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,C7D3PS36ZBMJEDUDH,Honda,Accord,2020,24379.64,2023-07-29,VA,delivered
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,USKEK2VLW3WLBS3J0,Honda,Accord,2022,28724.92,2025-06-04,GA,sold
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,YMVNBF71W3UV99BRG,Crysler,200,2016,8500,07-06-2024,TX,Delivered
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,NTXH2RKGFG66HDNSF,Nisan,Altima,2020,20052,2023-03-13,AL,pending
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,93AAMPBBGY3HJAS1Y,Ford,F-150,2018,38050,04-10-2025,NY,Sold
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,VGVRR27YBJ3NLLP9,Ram,1500,2019,32368,2024-05-14,CA,sold
D012,E1023,George Baker,Sales Associate,2018-09-31,george.baker@sunsetautos.com,555-431-7781,244CGHJ4BCNDP012F,Hyundai,Kona,2022,0,2025-05-22,NV,Sold
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,84KPTVCHSWA5NYWS7,Honda,Accord,2019,25690,2025-09-17,North Carolina,DELIVERED
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,EVVMB5TL231V6FVK0,Hyundai,Sonata,2016,-14084.95,2024-07-05,fl,delivered
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,42D3B7K2H63B5MPWR,Honda,Accord,2017,24187,09-20-2023,NV,Pending
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,4YBK2ZK4UF11Z3EPA,Nissan,Altima,2019,$23587.71,2025/02/27,ca,DELIVERED
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,UCBL7RAA9421EDH19,Nissan,Altima,2019,18652.52,2022-03-20,AZ,Pending
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,MN53KD0RUUB855v2L,Ford,Explorer,2016,28811.74,09-25-2025,FL,Sold
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,ETB2TENNN6RFJXZLN,Chevrolet,Malibu,2020,22823.78,18/02/2025,MS,DELIVERED
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,J68Z1HNP5EVWTDLXD,Tesla,Model 3,2018,35002,2023-07-27,GA,Delivered
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,MEALF8MGNT3LY85R4,Honda,CR-V,2016,24460.43,10-08-2023,WA,delivered
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,42H67D28S2KA0A1KF,Honda,Civic,2020,19665.09,2022-03-12,nc,Delivered
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,MEJX26CUS4VBLJCYC,Nissan,Altima,2020,20078.27,2025-03-27,VA,Delivered
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,Z596C5FZMS2517NMB,Chevrolet,Tahoe,2017,38496.86,15/05/2024,CA,Sold
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,JXN8CXA2MS0DUB011,Nissan,Leaf,2016,8500.00,2023-06-02,co,PENDING
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,VMSJU2RNGY2LTFXMY,Jeep,Wrangler,2020,36507,2025-03-31,ZZ,Pending
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,200B8T1XBX8VTRANW,Nissan,Rogue Sport,2019,20574.37,09-17-2022,Washington,Delivered
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,2WFXV6GXXNGPM0P37,Nissan,Rogue Sport,2017,18215.85,2025-02-26,CA,sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,H7DJ7AU0JS9Z2LJY4,Honda,Accord,2016,23701,2025-11-19,NY,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,40XVM9JWHF4YBJACC,Honda,Accord,2017,24241.25,2023-08-19,GA,Sold
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,MGVWV118K8R455V3K,Tesla,Model 3,2020,0,2022/11/24,TX,Delivered 
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,AWFD1AFS3T8LP6ZBL,Ford,Escape,2018,17302.35,2024-09-22,CA,Delivered
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,961SG2DM5H7ME6PN5,Toyota,RAV4,2020,31158.46,2025-12-21,FL,Delivered
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,WSKSLX0SPXWU3H868,Honda,Accord,2018,25396.83,2025-04-01,PA,DELIVERED
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,M5ElDYS68HP8XJSJK,Jeep,Cherokee,2020,27553.50,05-24-2022,NY,Sold
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,P09ZMS2DCNBUWS1FX,Tesla,Model Y,2022,49363.26,15/11/2022,Illinois,sold
D009,E1017,Thomas Allen,Sales Associate,2020-06-30,thomas.allen@sunsetautos.com,555-412-7788,DNA37FP8FHK2DKKHP,Jeep,Cherokee,2019,22176,2025-12-31,IL,Delivered
D001,e1001,Johnmiller,Sale Associate,2022-03-14,johnmiller.@sunsetauto.com,555-213-7788,Y5SNPCVN41YPAM6WG,Nisssan,Altima,2016,13307.19,2025-03-03,CA,Sold
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,N0Z1EAPZJ8BGR6HKU,Ford,Fusion,2013,11472,2025-07-18,CA,Pending
D003,E1005,David Wilson,Sales Associate,2019-05-18,david.wilson @sunsetautos.com,(555) 878-2211,DLD5F44B3RJJVGYXT,Foord,F-150,2019,$36951.15,2022-11-21,TX,Delivered
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,We05Z0V4MST7GJT64,Honda,Civic,2015,15183.36,10-26-2024,mi,SOLD
D013,E1025,Edward Carter,Sales Associate,2021-01-04,edward.carter@sunsetautos.com,555-901-2211,AG05GKBGYD6FN9C35,Hyundai,Tucson,2020,26456.36,2022-09-11,New York,Sold
D005,E1009,Robert Thomas,Sales Associate,2021-02-28,robert.thomas@sunsetautos.com,555-411-8890,Z544T8BPHAYNN2L5T,Chevrolet,Tahoe,2022,0,2025-06-05,NC,Sold
D013,E1026,Susan Mitchell,Sales Manager,2020-07-20,susan.mitchell@sunsetautos.com,,HD586HTCBTSEUAXSE,Hyundia,Tucson,2016,17798,2022-04-20,NC,Pending 
D013,E1026,Susan Mitchell,Sales Manager,2020-07-20,susan.mitchell@sunsetautos.com,,31VG31GKP8VD87USR,Chrysler,200,2017,8789.40,2025/06/07,NY,Sold
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,JBP6D96LGF3DLBTGF,Nissan,Altima,2022,24645.85,2025-10-19,CO,In Transit
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,9BE2TWJLH5Z9R5905,Tesla,Model 3,2018,33725.01,2024-01-01,Alabama,In Progress
D007,E1013,Kevin Martin,Sales consultant,2016-01-11,kevin.martin@sunsetautos.com,555-321-9090,8UL49K627DUCZRHTF,Ford,Escape,2018,17049.02,2024-05-02,CA,SOLD
D007,1014,Barbara Lee,Sales Associate,2024-02-29,barbara.lee@sunsetautos.com,555-901-1002,2MVC3V11ST4BU59W,Nissan,Rogue Sport,2019,22362.56,2022-07-04,or,Delivered
D009,E1018,Karen Young,Sales Consultant,2015-03-22,karen.young@sunsetautos.com,555-222-3344,9RC4JT27K5E4BEFWE,Honda,Civic LX,2017,13090.94,25/08/2025,TX,Delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,CTX9G2YBL0UW8KTHG,Nissan,Rogue Sport,2018,22318.29,2024-11-23,Florida,Cancelled
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,A26KGUF5U3GRXM21T,Ford,Mustang,2016,26963.80,07-26-2024,MI,Delivered
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,DHHJMD70S1CZHE7F4,Chevrolet,Tahoe,2021,43504.14,2022/11/18,AL,pendng
D006,E1011,Daniel White,Sales Associate,2020-04-03,daniel.white@sunsetautos.com,555-600-1234,WJWTMDV11U4483DX4,Honda,Accord,2016,18864.57,2022-10-10,CA,Delivered
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,4JS0T21JM3YVDG2YZ,Chevrolet,Malibu,2019,21380,2022-09-22,WA,delivered
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,BGFMUGF09T1DAAG72,Honda,Civic LX,2019,$14354.68,07-07-2024,ZZ,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,HLDPTR7YR4Z1D6ZL0,Toyota,Corolla,2019,$17346.43,2025-03-05,OR,Sold
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,EHJNK5V8F552PSVL8,Tesla,Model Y,2021,46673.86,2023-11-18,ZZ,in progress
D007,E1013,Kevin Martin,Sales consultant,2016-01-11,kevin.martin@sunsetautos.com,555-321-9090,RX9KURYRWACG9E257,Hyundai,Sonata,2016,11506,2024-01-14,ZZ,SOLD
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,P5GAXSHK699T149KD,BMW,X3,2018,32710,2025-06-23,CA,DELIVERED
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,JPR5LSSGKH8B2LPM9,For,Mustang,2018,29242.68,2025-07-07,va,Sold
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,71HAFVN01FVDSVXSF,Hnda,Civic,2015,0,2025-10-09,CO,Delivered
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,B62MA0UY15EYBC441,Honda,CR-V,2021,0,2022-01-21,TX,Pending
D011,E1021,Jason Scott,Sales Associate,2023-05-12,jason.scott@sunsetautos.com,555-555-5555,7CA0N43NVK12L16AR,Hyundia,Kona,2020,22165.74,2024-07-21,NC,Pending
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,SJBFJ4Z6M1AWFA0JE,Chev,Malibu,2017,13157.03,2023-07-31,NY,Delivered 
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,F2J4UMLK7Y9E5DT0U,Hyundai,Tucson,2018,21750.86,2022-07-22,MI,Sold
D004,E1008,Amanda Anderson,sale Consultant,2022-06-25,amanda.anderson@sunsetautos.com,555-300-4567,DE2RY3UD6LPJU7M9L,Jeep,Grand Cherokee,2015,23222.69,11-29-2024,Virginia,sold
D008,E1015,Steven Perez,Internet Sales,2022-10-05,steven.perez@sunsetautos.com,555-812-0000,0A7EDZDFH0AM6GFXM,BMW,328i,2014,14852,2025-01-12,NY,In Transit
D001,e1001,Johnmiller,Sale Associate,2022-03-14,johnmiller.@sunsetauto.com,555-213-7788,F9WXVRK63P3ZJTU7H,Chevrole,Silverado,2015,0,2025/12/26,WA,In Progress
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,2RME6VP05TSYK3D2U,Honda,Civic,2018,-17546.90,2024-10-15,FL,Delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,W2JDYYD55UD205YZF,Tesla,Model 3,2022,39276.48,2023/03/06,Ohio,in transit
D015,E1029,Anthony Phillips,Internet Sales,2023-06-01,anthony.phillips@sunsetautos.com,555-789-1111,G691GBKYV51DMLB20,Tesla,Model Y,2020,47099.48,2023/11/09,California,sold
D001,e1001,John Miller,Sale Associate,2022-03-14,john.miller@sunsetautos.com,555-213-7788,3DFXHYPMZT5YC5VC8,Ford,Escape,2018,19895.34,2024-03-05,CA,Sold
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,PWAPHAUZJCP4C9VEE,Nissan,Sentra,2015,8849.94,23/11/2024,FL,Delivered
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,8AB24DE157TCS79UJ,Chevrolet,Tahoe,2018,36774,09-19-2025,CA,Sold
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,ZAE8P1XTJ2MVG6TMD,Chrysler,Pacifica,2017,26996,2024-08-25,CA,Sold 
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,39TSAKHF125RJAVY6,Foord,F-150,2022,38732.73,26/07/2025,UT,Delivered
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,MAK60ZMET66BJA5HF,Ford,Explorer,2021,30930.77,2025-03-25,TX,Delivered
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,A0G4GH94P0YFX67LG,Ford,Explorer,2021,$35795.24,25/09/2024,NC,DELIVERED
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,9UYWDG9JL7LADMPVJ,Jeep,Cherokee,2021,29369.31,22/03/2025,North Carolina,in progress
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,NAJAJCPDUKRJJ58ZJ,Kia,Sportage,2017,$21812.41,2022-05-07,AL,in transit
D001,E1002,SarahJohnson,Sales associate,03/22/2021,sarah.johnson@sunseatutos,555-310-8899,566Z2GRJEBLF3E7W1,Toyota,Corola,2021,23991,2022/12/19,NV,sold
D012,E1024,Donna Nelson,General Manager,2019-02-10,donna.nelson@sunsetautos.com,555-654-2200,A9D020326C1R2KF92,Honda,CR-V,2016,20915.45,2022/08/25,SC,Sold
D006,E1012,Patricia Harris,Sales Mnager,2019-08-19,patricia.harris@sunsetautos.com,555-789-4561,6NJL1J4HFVKTP3JYX,Toyota,Camry,2019,0,2022-09-28,MI,sold
D011,E1022,Betty Green,Sales Advisor,2022-04-21,betty.green@sunsetautos.com,555 778 9900,1TRNYSJV6M0D0SRST,BMW,328i,2018,22846.13,2025-01-23,Virginia,Delivered
D014,E1027,Mark Roberts,Sale advisor,2024-03-15,mark.roberts@sunsetautos.com,555-300-7890,U8Y62UYN0S407U219,Chevrolet,Equinox,2016,18835.80,2025-06-29,Ohio,Delivered 
D005,E1010,Linda Jackson,sale asociate,2017-12-15,linda.jackson@sunsetautos.com,555-200-7788,2KX012W5MHSA6UJS0,Chevrolet,Malibu,2019,21095.87,2024-02-06,OR,Sold 
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,D53R6RGBBH8ZLKHF0,BMW,328i,2014,14102.42,2024-11-18,il,soldd
D015,E1030,Mary Campbell,Sales Associate,2022-12-12,mary.campbell@sunsetautos.com,555-678-9901,H8NLB3YKR565J42X3,Honda,Accord,2021,26546.12,2024-02-02,Illinois,Delivered
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,MJEWMX6NH4BWRHP2F,Jep,Wrangler,2016,-34170.04,2022-01-04,OH,Delivered 
D002,E1003,Michaelbrown,Sales Asociate,2021-07-01,michael.brown@sunsetautos.com,5554441212,ZPSKLK5RNMAV07RZR,Jeep,Grand Cherokee,2015,26474.78,28/02/2024,FL,Delivered
D008,E1016,Jennifer Hall,Internet Sales,2021-13-01,jennifer.hall@sunsetautos.com,555-700-8899,GA8HK2GZRMF84TT27,Chevrolet,Silverado,2021,$37560.14,2024-04-05,CO,SOLD
D010,E1020,Nancy Wright,General Manager,2014-07-17,nancy.wrightsunsetautos.com,555-888-4321,KMMZ2D1MYP0D1S7SE,Ford,Escape,2022,24567.99,2022/01/13,FL,returned
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,R1M2D9V2R701EXU7C,Chevrolet,Tahoe,2018,40419,15/02/2023,CA,Delivered
D011,E1021,Jason Scott,Sales Associate,2023-05-12,jason.scott@sunsetautos.com,555-555-5555,PX58ZMD7AJBTL4LAE,Ford,Explorer,2022,32743.20,2024-02-24,ca,delivered
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,487RFMJ51B6Y73ZSP,Honda,Civic LX,2019,12526.53,2025/11/23,WA,Sold
D010,E1019,Paul King,Sales Associate,2019-11-05,paul.king@sunsetautos.com,555-119-8877,Z81UV6V7ADAJ362WW,Tota,RAV4,2017,$22761.86,2025-07-10,CA,Pending
D014,E1028,Lisa Carter,Sales Associate,2022-08-08,lisa.carter@sunsetautos.com,555-220-6677,XR7NC1U4M65FHZJ1R,Ford,Escape,2020,21625,2022/05/15,ZZ,Sold 
D002,E100,Emily Davis,General Manger,2020-11-31,emily.davis@sunsetautos.com,555-999-1122,Y2ZV34SWYTVRWTEWH,Ford,Mustang,2018,27884,2025-08-25,GA,Pending
D004,E1007,Chris Taylor,Sales associate,2023/01/10,chris.taylor@sunsetautos.com,555-870-1234,LKRDY93J7PUGSLGA5,Nissan,Sentra,2018,13603.06,2025/02/16,CO,Delivered 
